Gene,MapMan,LOC_IDs,FC_1hr,pval_1hr,REG_1hr,FC_3hr,pval_3hr,REG_3hr,FC_6hr,pval_6hr,REG_6hr,FC_12hr,pval_12hr,REG_12hr,FC_1day,pval_1day,REG_1day,FC_3day,pval_3day,REG_3day
Os01g0104350,NA,None,0.242812172078114,0.691207588986457,,0.8699794416243,0.085110393463369,,0.666363977118571,0.195368130738334,,0.72457112224754,0.151185640697784,,0.311973448780691,0.572137760955271,,0.652124912539237,0.237782231614521,
Os01g0104400,['not assigned.unknown'],LOC_Os01g01450,-1.59225334456292,2.45E-15,Down,-1.89777606082595,1.63E-20,Down,-1.74962972037242,2.92E-18,Down,-1.38439414813276,5.03E-12,Down,-1.16628658983872,4.64E-11,Down,-1.38009413424466,9.67E-12,Down
Os01g0104600,['development.unspecified'],LOC_Os01g01484,-0.893679704869765,3.75E-05,,-0.914600698497989,3.17E-05,,-0.961547559698296,7.65E-06,,-1.06058156156706,6.94E-07,Down,-0.714239574658572,0.000218693886785,,-0.874628864345857,7.25E-05,
Os01g0104800,['not assigned.unknown'],LOC_Os01g01510,-0.399149845727759,0.128563968065001,,0.764927343480618,0.000796790393584,,1.10954140659906,1.33E-07,Up,1.42066185723183,3.16E-12,Up,0.584877265095768,0.004030884930843,,0.579013706627588,0.016412277522905,
Os01g0105400,['not assigned.unknown'],LOC_Os01g01570,0.344251024790935,0.308760620846271,,0.165380623975351,0.694293084675366,,0.327517515993868,0.345861813870798,,0.486679239145471,0.13204517499943,,0.185232722688819,0.611304949123942,,-0.063699345977378,0.907027079073829,
Os01g0105800,['Co-factor and vitamine metabolism.iron-sulphur clusters'],LOC_Os01g01610,0.379659940914885,0.528399001392475,,-0.404415167667232,0.577895893637556,,-0.447337022975719,0.498143298572687,,-1.06431314010192,0.087609809914294,,-0.462595835150324,0.414355141051248,,-0.70810658918273,0.294426883279997,
Os01g0105900,['minor CHO metabolism.others'],LOC_Os01g01620,0.017128277651621,0.953603645620741,,-0.566328657691346,0.005855964468404,,-0.59289321989885,0.002977942407155,,-0.134057586484029,0.599189042623569,,-0.569649431217555,0.001167088469918,,-0.611588733578576,0.00283650068151,
Os01g0106300,['secondary metabolism.flavonoids.isoflavones.isoflavone reductase'],LOC_Os01g01650,-3.49053125539736,5.85E-05,Down,-2.69212079236969,0.002255025656483,Down,-4.58981086097247,4.97E-07,Down,-2.84374440156742,0.001034907728595,Down,-1.90443722911616,0.017429580441923,Down,-2.30840289086235,0.011300905737087,Down
Os01g0106400,['secondary metabolism.flavonoids.isoflavones.isoflavone reductase'],LOC_Os01g01660,0.198479000324644,0.809514265119837,,-1.67894870718489,0.013867370835408,Down,-2.50388956604429,0.000204048474586,Down,-1.8308645868855,0.005457664874582,Down,-1.38900684553826,0.016224698343799,Down,-1.38904798113951,0.046927240071282,Down
Os01g0106500,['not assigned.unknown'],LOC_Os01g01670,0.650492941936664,0.201501928109603,,0.882265255453946,0.078894506767825,,0.908071862506755,0.058524305651642,,1.56946625246215,0.000242992887573,Up,0.293445692990546,0.607756253110159,,0.353214383233241,0.598894086949459,
Os01g0106600,['not assigned.unknown'],LOC_Os01g01680,0.736795232151363,0.269395433881129,,0.195991328698003,0.836626746037486,,0.956635188694507,0.134440087518791,,0.350100405992221,0.665928083952029,,0.703514025237375,0.253279343823104,,0.703663836276666,0.350637879520166,
Os01g0106700,NA,LOC_Os01g01689,-0.675009502661258,0.025918165244902,,0.553512124903407,0.077155747862016,,0.724322931298917,0.013753726973975,,0.726802718659657,0.014147789948177,,0.607589159169055,0.027704246814396,,0.516758950574408,0.124467718418773,
Os01g0106900,['secondary metabolism.isoprenoids.non-mevalonate pathway.DXR'],LOC_Os01g01710,-1.51572572181821,6.18E-07,Down,-2.81640951744024,1.59E-21,Down,-2.71624831981562,2.17E-20,Down,-2.20613744228498,7.79E-14,Down,-1.87345819576009,1.60E-12,Down,-2.08503355844118,3.65E-12,Down
Os01g0107000,['protein.targeting.peroxisomes'],LOC_Os01g01720,-0.76035059178525,9.99E-06,,-0.680599570624386,0.00014819335148,,-0.583347916707871,0.000887899144813,,-0.425693064442786,0.019134840516318,,-0.404827770043697,0.010114638835915,,-0.673022290223031,0.000123658196408,
Os01g0107400,['protein.postranslational modification'],LOC_Os01g01740,1.43342707287921,0.001935743730441,Up,1.59474018952979,0.000768035386171,Up,1.65556518728396,0.0002501154582,Up,2.34596045793656,1.51E-08,Up,2.23301604815746,3.10E-09,Up,1.34407301825752,0.005476793767627,Up
Os01g0107900,['not assigned.unknown'],LOC_Os01g01790,0.044785873709435,0.912049236914908,,-0.220784144522783,0.542017316432618,,-0.280734774718975,0.401095265034549,,-0.193305354179981,0.595214170725194,,-0.348113025690638,0.25649743025826,,-0.393699704842214,0.263151122688272,
Os01g0108000,['not assigned.unknown'],LOC_Os01g01800,-0.093255622188782,0.660433199578236,,-0.025823291103211,0.920461988722533,,-0.204935384641102,0.286406860072212,,-0.297018888473821,0.104389692474483,,-0.171335271300903,0.340118493760628,,-0.228748044356351,0.266422926202077,
Os01g0108400,NA,LOC_Os01g01840,-2.21795859690454,0.00285154628317,Down,-4.1649234022471,2.84E-06,Down,-4.21487123239248,6.70E-07,Down,-3.15860879862279,3.41E-05,Down,-6.22533682046273,2.81E-15,Down,-7.65480566235322,2.58E-06,Down
Os01g0109000,NA,None,-1.7105470113634,0.000257223187299,Down,-1.25245401002483,0.010992767271184,Down,-1.79590708953225,0.000184248579839,Down,-1.54858134445039,0.000974512205894,Down,-1.14074393771735,0.003471188172428,Down,-1.05981392183656,0.029466477870465,Down
Os01g0109700,['RNA.regulation of transcription.unclassified'],LOC_Os01g01960,0.615729293459731,2.65E-05,,0.285677141532857,0.083569091376948,,0.015268502265642,0.946700128238587,,-0.276727366182595,0.095925188255746,,-0.118814270493598,0.524223636643796,,-0.057283132721572,0.822322728593385,
Os01g0109750,['not assigned.unknown'],LOC_Os01g01970,-0.768620701494632,0.044997558287995,,-0.201574917028558,0.683029342999788,,-0.422139492885322,0.31295211765393,,-0.268460739143519,0.552966458443456,,0.100507236217328,0.836378304793661,,-0.197861714354957,0.717798214983494,
Os01g0110200,['not assigned.unknown'],LOC_Os01g02010,-1.98627183667324,0.027412363031966,Down,-3.45446169151011,0.001311029700859,Down,-7.49202138527277,1.93E-05,Down,-2.22175852654987,0.015044470396691,Down,-0.433984844721245,0.683697151179452,,-0.33586922923747,0.801100591534978,
Os01g0110400,['secondary metabolism.isoprenoids.mevalonate pathway.acetyl-CoA C-acyltransferase'],LOC_Os01g02020,1.89984605020074,4.73E-17,Up,2.18025846474943,2.69E-22,Up,2.21603945195402,2.83E-23,Up,1.46168105710374,2.15E-10,Up,1.40219955384553,1.04E-11,Up,1.36381367452272,7.20E-09,Up
Os01g0110700,['not assigned.unknown'],LOC_Os01g02050,-1.11593705239674,0.226416691502407,,-1.35177243482747,0.180978652633201,,-0.86988122365958,0.365683525616997,,-1.62750510184436,0.085747699261065,,-1.26845693248712,0.102974516165765,,-2.3245530323986,0.02063309655081,Down
Os01g0110800,['DNA.unspecified'],LOC_Os01g02060,0.116093941806209,0.906151710891581,,0.884906377324902,0.255711769022555,,0.091006710225603,0.931244368333075,,0.889516756781663,0.224009393339367,,0.349954763881878,0.670832842220046,,0.727319766616009,0.383274158669304,
Os01g0111100,['cell.cycle.peptidylprolyl isomerase'],LOC_Os01g02080,-1.36044467286894,0.000712017297473,Down,-1.01965597306563,0.015255421819038,Down,-1.60700859694177,5.23E-05,Down,-1.77335729669799,7.66E-06,Down,-0.391511352818315,0.390090896926566,,-0.995825652894791,0.021244671809268,
Os01g0111300,NA,None,-1.5833986785623,0.001020511161133,Down,-0.855904613769516,0.100955052056626,,-1.42170818730045,0.004167519796775,Down,-1.46275176915659,0.002774084827199,Down,-0.436064334254549,0.33688889421746,,-0.921251497391578,0.064980062054398,
Os01g0111700,['not assigned.unknown'],LOC_Os01g02130,-0.150899418484087,0.904759482880163,,-0.497063884732526,0.696774445600066,,-0.222621564451564,0.859875108238071,,-1.10655101300766,0.326603121846474,,-1.42663388112932,0.112406066376017,,-2.38867649674426,0.050482448774986,
Os01g0111800,['not assigned.unknown'],LOC_Os01g02139,-1.34979336201041,0.111423402489067,,-1.19580615678289,0.183721780248749,,-0.964434236254541,0.277612055950223,,-0.90343721533098,0.323135801077255,,0.017272977737374,0.988529410739033,,0.119917650062783,0.932851405626629,
Os01g0111900,['not assigned.unknown'],LOC_Os01g02150,-1.20049050612132,0.086096605410332,,-1.20832512596865,0.093717415444264,,-1.14078195165019,0.107230108008614,,-0.669073999201273,0.393231910408147,,0.045116479072705,0.964074992727052,,0.038292036449976,0.97799821106282,
Os01g0112100,['not assigned.unknown'],LOC_Os01g02170,0.449527095508559,0.627420939959,,0.290487883875357,0.795447319360913,,0.630662310710098,0.478679458154321,,0.690320415909958,0.434021682106836,,0.363163885935576,0.697765974043913,,0.458753399240176,0.675970022724387,
Os01g0112300,['not assigned.unknown'],LOC_Os01g02180,0.590021034933392,0.027489497701735,,0.863213483244127,0.000901441317227,,0.766381359757015,0.002938849632953,,0.779469235616546,0.002382142999708,,0.380847675234428,0.144318841497475,,0.556950157727047,0.051261108135315,
Os01g0112500,['protein.degradation.ubiquitin.E3.RING'],LOC_Os01g02200,0.899419728791625,0.005597432305009,,0.626524011926182,0.072879487857962,,0.446270407645425,0.219808047261618,,0.249577086941764,0.544398094932535,,0.007071580969889,0.989131211934313,,0.140990524599314,0.790432331108272,
Os01g0113200,['signalling.receptor kinases.misc'],LOC_Os01g02290,0.903378463528316,0.062443688345004,,2.20190204503934,9.55E-08,Up,2.13507513515609,1.61E-07,Up,2.16380547394723,9.90E-08,Up,2.11642690522077,6.92E-09,Up,2.41289612883351,2.23E-09,Up
Os01g0113350,['protein.postranslational modification.kinase.receptor like cytoplasmatic kinase VII'],LOC_Os01g02310,-2.48366619696355,8.99E-08,Down,-1.50141213404849,0.001112841314112,Down,-1.37608938185907,0.00163419253289,Down,-1.40388011506645,0.001224218045451,Down,-0.794559724550705,0.037121701347483,,-1.38581013201627,0.00155902069848,Down
Os01g0113400,"['protein.postranslational modification', 'signalling.receptor kinases.S-locus glycoprotein like']",LOC_Os01g02320,-1.0941269846531,0.254100629895791,,-0.08968370444639,0.943168422171802,,-0.430522972095991,0.682493248214423,,-0.046395492890231,0.967295793529182,,-0.425216206804176,0.661291191739323,,-0.711831854596525,0.525470709425295,
Os01g0113500,NA,None,-2.24972407983249,0.00100714184559,Down,-2.52429106009018,0.000493190899111,Down,-1.80349467465215,0.008559374566585,Down,-1.39479429423722,0.046174572954632,Down,-1.02170756524235,0.11542262650046,,-1.74178390249167,0.013935825488045,Down
Os01g0114100,['signalling.receptor kinases.S-locus glycoprotein like'],LOC_Os01g02390,-2.03892132323145,0.077186828493827,,-1.98583984926666,0.141228227139778,,-2.37103433631258,0.070600070707845,,-1.25092545494999,0.274140585565482,,-1.05564864593046,0.255933081025145,,-0.740525883211941,0.563663712785346,
Os01g0114300,"['protein.postranslational modification', 'signalling.receptor kinases.S-locus glycoprotein like', 'signalling.receptor kinases.misc']",LOC_Os01g02400,-2.7864812849875,8.73E-19,Down,-2.44495578156825,3.82E-14,Down,-2.10737573814357,3.40E-12,Down,-1.88548448596221,2.09E-10,Down,-1.53201110126839,7.68E-10,Down,-1.73421174630197,4.92E-09,Down
Os01g0114550,NA,None,-2.13603622461649,0.024670198024207,Down,-2.01844254453119,0.055253258015659,,-3.32660477245932,0.005747560723773,Down,-1.53082325076787,0.107322003199172,,-2.17788957782169,0.003623215017212,Down,-1.89460941036,0.054295371999092,
Os01g0115100,['not assigned.unknown'],LOC_Os01g02490,-2.93778289899983,4.11E-13,Down,-2.52500631730897,2.52E-09,Down,-2.72429800967412,3.25E-11,Down,-1.40591511178995,6.80E-05,Down,-1.64474664772803,8.53E-09,Down,-1.70513657214984,1.65E-06,Down
Os01g0115300,NA,None,-0.363342823770662,0.447100826453624,,0.150771059539792,0.790678784436053,,0.091928088962539,0.868996192985627,,0.624348647131303,0.135137478034583,,0.632216005901545,0.087699092270885,,0.450647910206033,0.357395312127819,
Os01g0115600,['signalling.receptor kinases.S-locus glycoprotein like'],LOC_Os01g02560,-1.10433966192203,0.004218388136164,Down,-0.328088920727999,0.49054190837851,,-0.119553966061339,0.816022663778847,,0.126376976209827,0.808963938034457,,0.108134358668603,0.835430176611275,,-0.782397986671168,0.063511741411139,
Os01g0115800,['not assigned.unknown'],LOC_Os01g02590,-3.4811008406527,0.000472076318754,Down,-1.76827432698429,0.044902153197916,Down,-1.37464782537693,0.091369487225256,,-1.52650308393498,0.059335989309948,,-1.73354164907424,0.006923562794404,Down,-1.64090718648281,0.049039470872081,Down
Os01g0115900,['signalling.receptor kinases.misc'],LOC_Os01g02600,-3.76587465475569,1.48E-12,Down,-3.92348880557479,4.65E-10,Down,-3.4967341798554,6.47E-11,Down,-3.31448920402176,5.23E-11,Down,-3.88284834190387,5.47E-23,Down,-3.90813277542139,6.36E-13,Down
Os01g0116900,['not assigned.unknown'],"LOC_Os01g02710, LOC_Os01g02750",0.25196621648678,0.52956581388427,,-0.543794367706574,0.153063202051888,,-0.227726215230287,0.585901529454146,,-0.326204083652679,0.420324321446022,,-0.024750942575264,0.961242173325317,,-0.484862376762032,0.233890810461344,
Os01g0117050,NA,None,-1.51205715532561,0.049837206860694,Down,-1.96374716892152,0.033337730520097,Down,-1.37334378570086,0.087363446275227,,-0.870041966255266,0.278571960922915,,-1.2505447348976,0.04429059967715,Down,-0.644728090761047,0.471744416872143,
Os01g0117100,"['signalling.receptor kinases.S-locus glycoprotein like', 'signalling.receptor kinases.misc']",LOC_Os01g02770,-2.9011076772883,5.48E-09,Down,-2.60571139512987,8.72E-07,Down,-2.29042531930568,1.61E-06,Down,-1.47160918281662,0.000959858689518,Down,-1.55326819592904,1.81E-05,Down,-1.51557196541743,0.000740961618382,Down
Os01g0117200,['signalling.receptor kinases.S-locus glycoprotein like'],LOC_Os01g02780,-1.41819850252835,0.000185130411631,Down,-2.89902961606072,1.01E-11,Down,-2.81585418790321,3.24E-12,Down,-2.30597106672937,1.98E-09,Down,-3.04953923617799,2.99E-21,Down,-3.84943135569316,2.62E-18,Down
Os01g0117300,"['protein.postranslational modification', 'signalling.receptor kinases.S-locus glycoprotein like']",LOC_Os01g02790,-1.75246399905121,0.011997945304978,Down,-4.17056755715921,7.98E-06,Down,-4.01585718670457,2.11E-06,Down,-2.60255850130412,0.000267521823533,Down,-2.97191146689866,3.55E-07,Down,-3.19875321610111,1.65E-05,Down
Os01g0117900,['development.unspecified'],LOC_Os01g02870,-1.8019712480376,3.30E-29,Down,-0.288005138057495,0.118787794872599,,-0.520669034262411,0.001636009867421,,-0.248441242089394,0.183145195462357,,-0.648329181826676,4.15E-06,,-0.238153968506881,0.241120253649093,
Os01g0118000,['PS.calvin cycle.aldolase'],LOC_Os01g02880,-0.383195493501082,0.2955131530923,,-0.365091926313489,0.346717107679327,,-0.025400630199026,0.95770518867487,,0.034128664994575,0.941644989215103,,-0.016154351353439,0.973612688795611,,-0.121887980083983,0.816508077094803,
Os01g0118066,NA,None,-1.00989664984446,0.001238993227784,Down,-1.35187971337199,4.10E-05,Down,-1.31781241071688,2.98E-05,Down,-0.538868834561128,0.108756294636768,,-0.309151216515435,0.35135331592732,,-0.506307887998509,0.158420615552284,
Os01g0118100,['DNA.synthesis/chromatin structure'],LOC_Os01g02884,-1.01011791523023,5.59E-05,Down,-1.08660573256826,1.84E-05,Down,-1.25671456298742,3.65E-07,Down,-0.502464081547748,0.064921641086895,,-0.294847218092019,0.285131942809255,,-0.293788060143208,0.373670296510941,
Os01g0118300,['lipid metabolism.Phospholipid synthesis'],LOC_Os01g02890,1.45932321782593,0.28791974946353,,0.701030879088757,0.707134684462711,,0.813540338214171,0.62171644093946,,1.88483699193668,0.149576446018547,,1.26623381162158,0.347269914283941,,-3.39087799606435,0.144993182751779,
Os01g0118400,['not assigned.unknown'],LOC_Os01g02900,1.37562096915581,0.006934545672752,Up,0.559353983130938,0.364946953465564,,0.634087564885606,0.275727314598322,,-0.165384814403222,0.821719726238987,,-0.347669414641323,0.591532724744148,,-1.24734742458844,0.030751271126062,Down
Os01g0118600,['not assigned.unknown'],LOC_Os01g02910,0.764839438345457,0.492346103773237,,0.67041045921859,0.600393744936546,,0.428852529218536,0.739519010307332,,0.948689409200084,0.388233232272645,,0.564820971673562,0.620940518747497,,0.574577509934476,0.683561591652524,
Os01g0118700,['not assigned.unknown'],LOC_Os01g02920,1.7100818344086,1.92E-10,Up,1.101091447798,0.000124211757218,Up,1.09000712104628,0.000113864040802,Up,0.81204990305952,0.006299422274245,,1.06861620130379,2.11E-05,Up,0.877002279209337,0.003698673241584,
Os01g0119000,['not assigned.unknown'],LOC_Os01g02930,1.50840899150303,0.223006997298218,,0.020977922290037,0.990863436183864,,0.356096842438531,0.828893736439665,,-0.935706519057397,0.582017705108841,,-0.503605746610767,0.75102228075765,,-1.0709664209628,0.566019533792635,
Os01g0119050,NA,LOC_Os01g02940,-0.878265370248727,0.277494930209327,,-0.762731500739526,0.414423199753855,,-1.42771977248444,0.102149574556038,,0.158481343150632,0.864736751057039,,-0.121455739382106,0.894324195197075,,0.27342813104355,0.788993022291858,
Os01g0119100,['not assigned.unknown'],LOC_Os01g02940,-0.805407181391645,0.12839273591417,,-0.713258325678261,0.20497607430599,,-1.35692578426231,0.007275868450603,Down,-0.605042741883767,0.285350746482269,,-0.435410641912989,0.435321826880322,,-0.377515722093021,0.585380598523386,
Os01g0120300,['protein.aa activation.leucine-tRNA ligase'],LOC_Os01g03020,-0.633491066183313,0.027926826010251,,-1.10861277526603,4.89E-05,Down,-1.38818138668678,1.65E-07,Down,-0.763869840075269,0.006949610527951,,-0.436796723007067,0.124684822578159,,-0.610777247015083,0.04792134440024,
Os01g0120400,['protein.aa activation.alanine-tRNA ligase'],LOC_Os01g03030,-1.07474987856097,0.0588195331456,,-1.2836663340841,0.026195551199355,Down,-1.32231064517,0.018364835497688,Down,-0.816083562086773,0.17440176526011,,-0.452107489987903,0.468059654912809,,-0.431280831142096,0.566554519715169,
Os01g0120500,['not assigned.unknown'],LOC_Os01g03040,-0.576952146716008,0.036096457253546,,-1.8701070553331,1.78E-13,Down,-1.85269634912814,1.33E-13,Down,-2.52725076980296,1.14E-23,Down,-1.05075294104022,3.82E-06,Down,-1.05605961769458,5.94E-05,Down
Os01g0120600,['PS.lightreaction.other electron carrier (ox/red).ferredoxin oxireductase'],LOC_Os01g03050,1.15533849130773,8.52E-05,Up,-0.02130049914964,0.968883684896098,,0.249399606711857,0.532512451129618,,0.066526999546579,0.888069844714608,,0.308913971359518,0.376275139267735,,0.120070679947011,0.821086001990907,
Os01g0120700,['not assigned.unknown'],LOC_Os01g03060,1.00988734857627,7.10E-09,Up,0.809129700212685,7.16E-06,,0.638206497721033,0.000493153799047,,0.397798355820775,0.045589573350544,,0.338308339282888,0.065734098765931,,0.877484915440457,9.87E-07,
Os01g0120800,['protein.synthesis.initiation'],LOC_Os01g03070,0.833367726586423,3.95E-11,,0.602709541513012,4.19E-06,,0.741043390166191,4.88E-09,,0.743516787138474,4.43E-09,,0.411240124184085,0.000671225633198,,0.371569593905463,0.009699135544053,
Os01g0121100,['not assigned.unknown'],LOC_Os01g03090,0.644128704062684,0.008677175179506,,0.485010316328279,0.065123335185005,,0.376775611931495,0.161089628510972,,0.372407658088035,0.1738484753038,,-0.045392649987831,0.901013914244845,,-0.007263316741202,0.989594283909883,
Os01g0121300,['not assigned.unknown'],LOC_Os01g03110,1.4084745459787,0.093743819580015,,-0.51359394346614,0.683054200696951,,-0.116684734387393,0.926852737539547,,0.987318409623358,0.289879099974994,,-0.396472207140319,0.717842159772534,,-0.951634922425849,0.432508342809722,
Os01g0121500,['not assigned.unknown'],LOC_Os01g03130,0.590896054944324,0.379470856331236,,-0.539020745708214,0.546251629323001,,-0.491270394241052,0.547753807868308,,-0.562661466296885,0.487933439730345,,0.06116654322052,0.943914652371318,,-1.25279806176056,0.122861928165632,
Os01g0121700,['transport.ABC transporters and multidrug resistance systems'],LOC_Os01g03144,-0.757612453476824,2.45E-06,,-0.600002089548059,0.000342772658731,,-0.548104176817018,0.000850865633235,,0.116714302101974,0.576142253748478,,-0.062114731713531,0.781077491121998,,0.145801869200891,0.514956491413898,
Os01g0121800,['misc.UDP glucosyl and glucoronyl transferases'],LOC_Os01g03160,0.826778329008736,0.000352991109109,,-0.074833415939957,0.843582070279696,,-0.180419321143347,0.573560808151793,,-0.541354403960314,0.050598392233535,,0.013974472126821,0.970000537220031,,0.283519614107346,0.366200279229368,
Os01g0123700,['development.unspecified'],LOC_Os01g03290,-1.38749680171163,0.151285787185248,,-2.34130920768957,0.029669613587851,Down,-2.90213597912099,0.007221377817826,Down,-4.33204281657784,0.001565919186297,Down,-5.72113656370538,8.22E-07,Down,-5.66004052115772,0.001301491862189,Down
Os01g0123900,['not assigned.unknown'],LOC_Os01g03310,-3.76898930964478,6.12E-16,Down,-4.62321829328654,3.63E-22,Down,-4.53733414356638,4.43E-22,Down,-3.61005349390528,6.61E-15,Down,-6.6761347020575,1.03E-55,Down,-5.84505846577626,1.07E-32,Down
Os01g0124000,['not assigned.unknown'],LOC_Os01g03320,-3.01282398612604,7.19E-10,Down,-3.80024055565716,6.80E-15,Down,-3.43374961413766,1.24E-12,Down,-4.0673063786363,4.40E-17,Down,-5.8027880168694,1.02E-41,Down,-6.52160684051163,2.00E-35,Down
Os01g0124100,['not assigned.unknown'],LOC_Os01g03330,2.04263974965676,0.000159403173461,Up,1.69381713590607,0.002308339152334,Up,2.29450350112744,1.49E-05,Up,1.3288652224186,0.020963268346332,Up,1.90418107571802,9.93E-05,Up,1.70403089217852,0.002959743761006,Up
Os01g0124200,['not assigned.unknown'],LOC_Os01g03340,0.564084514035306,0.280296689679432,,0.643958841098266,0.220563256972442,,1.4066801830304,0.001878991863491,Up,0.779528950549777,0.12208567450738,,0.82372816424467,0.070898072447883,,0.555547445338854,0.349355766760769,
Os01g0124401,['not assigned.unknown'],LOC_Os01g03360,2.10028742182991,0.062364293309705,,4.03476054320543,8.14E-05,Up,4.02950290563256,7.31E-05,Up,4.41531398990113,1.24E-05,Up,1.72240652666021,0.115212747662325,,1.90565411040455,0.125272860404538,
