Gene,MapMan,MSU_LOC,FC_1hr,pval_1hr,REG_1hr,FC_3hr,pval_3hr,REG_3hr,FC_6hr,pval_6hr,REG_6hr,FC_12hr,pval_12hr,REG_12hr
Os01g0110400,['secondary metabolism.isoprenoids.mevalonate pathway.acetyl-CoA C-acyltransferase'],LOC_Os01g02020,0.095364184210815,0.875542183900606,,1.14354402662139,0.000290777667114,Up,1.41245385490503,3.00E-06,Up,0.432138899750475,0.58849959095797,
Os01g0110500,['protein.postranslational modification.kinase.receptor like cytoplasmatic kinase VII'],LOC_Os01g02040,0.932023973093521,0.23835010992767,,0.511661584830919,0.536085505638543,,0.703173111889057,0.326919153987109,,0.561273315151239,0.454228450753315,
Os01g0111100,['cell.cycle.peptidylprolyl isomerase'],LOC_Os01g02080,-1.75358317698282,0.06560916061489,,-0.639961066359072,0.526809466336323,,-1.74723951063998,0.041435622672193,Down,-2.10102142088662,0.017184787454496,Down
Os01g0111300,NA,None,-1.90346839114562,0.001057128018118,Down,-1.45593032273962,0.015837734416331,Down,-1.50485320337636,0.016447504446008,Down,2.99624204517934,5.11E-07,Up
Os01g0111500,"['RNA.regulation of transcription.bHLH,Basic Helix-Loop-Helix family']",LOC_Os01g02110,0.680322605850229,0.624566284255996,,-0.076403539188512,0.957255741336084,,-0.509619704238204,0.6682318754854,,-1.39289868101396,0.2196666554216,
Os01g0111900,['not assigned.unknown'],LOC_Os01g02150,-1.23007656019352,0.043920024741108,Down,-1.79136723981787,0.001308458290514,Down,4.09573648690528,0.000151955453648,Up,3.26122373103286,0.004891061465678,Up
Os01g0112000,['not assigned.unknown'],LOC_Os01g02160,0.076453785482239,0.980252378972042,,-0.324867346186395,0.877584789275625,,0.486519325258556,0.777177704650979,,-0.004391846321357,0.998642992443226,
Os01g0112500,['protein.degradation.ubiquitin.E3.RING'],LOC_Os01g02200,0.512714627361625,0.369903604410645,,1.53277148923998,0.000148480245211,Up,1.48613989482445,0.00021892903236,Up,0.818898659717903,0.257154768777112,
Os01g0113200,['signalling.receptor kinases.misc'],LOC_Os01g02290,2.14380381731176,3.68E-09,Up,2.61881132113898,2.30E-13,Up,2.07709871836365,4.42E-05,Up,-1.12506351089805,0.007927192394396,Down
Os01g0113350,['protein.postranslational modification.kinase.receptor like cytoplasmatic kinase VII'],LOC_Os01g02310,-2.57867146123456,0.003732648309324,Down,-2.65132015398591,0.00460316475652,Down,0.095203083369002,0.904961396063169,,2.9413488398437,0.263778493329569,
Os01g0114100,['signalling.receptor kinases.S-locus glycoprotein like'],LOC_Os01g02390,0.322419637574371,0.862069445019048,,1.71297807205095,0.103150635564943,,2.29132544654419,0.013582206238719,Up,2.87761806287347,0.001176729501579,Up
Os01g0114300,"['protein.postranslational modification', 'signalling.receptor kinases.S-locus glycoprotein like', 'signalling.receptor kinases.misc']",LOC_Os01g02400,-0.37369219085878,0.770723971568533,,-0.22683375823704,0.83541328599036,,0.228117821924687,0.818868767701276,,0.387314193358753,0.683767197504599,
Os01g0114550,NA,None,1.96873280728525,0.01752987250782,Up,2.54355526322839,0.000797986558158,Up,0.9128594113166,0.001096388719692,,1.87028297057188,0.229649812698794,
Os01g0115300,NA,None,-0.650427718563704,0.557575629569458,,-0.713824881502076,0.439189848361685,,-0.180830491262884,0.857137126187703,,-0.275798503389936,0.777480659140612,
Os01g0115800,['not assigned.unknown'],LOC_Os01g02590,-1.61965179420842,0.133143669084385,,-2.16908439010976,0.049112528115784,Down,-3.27572763602964,0.002037608380513,Down,3.05356590187221,0.062884740611305,
Os01g0115900,['signalling.receptor kinases.misc'],LOC_Os01g02600,-2.33379687401345,0.009341203217734,Down,-4.24829278866291,0.00057913348984,Down,6.27551396189632,7.90E-13,Up,6.16191802228597,0.000206490031142,Up
Os01g0118000,['PS.calvin cycle.aldolase'],LOC_Os01g02880,0.093843511675072,0.864056986758603,,-0.250368188534353,0.507088851652612,,-0.359538925359872,0.29278978713683,,-0.245400559177951,0.495488310046438,
Os01g0118300,['lipid metabolism.Phospholipid synthesis'],LOC_Os01g02890,0.820702549403569,0.341452869691668,,0.970044176714597,0.189591836034536,,0.618437012972896,0.416515423639285,,0.379071694205346,0.650176480729657,
Os01g0118400,['not assigned.unknown'],LOC_Os01g02900,-0.467230731062316,0.667033439033216,,-0.36769536193175,0.682842298038747,,-1.10398382376624,0.135591036152168,,-1.35263131440992,0.059682588123335,
Os01g0118600,['not assigned.unknown'],LOC_Os01g02910,-1.58532614046279,0.104337449697708,,-1.42082707848259,0.143180173703309,,-1.1660285618321,0.181133852390414,,-0.850203343683406,0.347892841001429,
Os01g0118700,['not assigned.unknown'],LOC_Os01g02920,1.05440386079025,0.006251885329842,Up,1.88267113834326,3.64E-08,Up,3.49797608543224,2.19E-14,Up,1.25874628216975,0.009554426916188,Up
Os01g0119000,['not assigned.unknown'],LOC_Os01g02930,-0.294401243352922,0.798643416505801,,0.816482309881503,0.282160958268199,,0.88500423613247,0.21756261758624,,1.03577496988454,0.137216156598409,
Os01g0119050,NA,LOC_Os01g02940,1.04529827726758,0.258005445538073,,0.955897629803604,0.259677488646985,,-0.062931402384677,0.954084463083181,,-0.376689865276625,0.706554256522273,
Os01g0119100,['not assigned.unknown'],LOC_Os01g02940,0.999175423338197,0.230691995108824,,0.664809696544824,0.402553220938201,,-0.309127150337016,0.718691622652776,,0.000999294679258,0.999311178234729,
Os01g0119500,['not assigned.unknown'],LOC_Os01g02960,-0.092067528447652,0.870593158058822,,-0.415956481849871,0.258083385628624,,-0.809205885425067,0.009969065075921,,-0.526428342714738,0.114282992685272,
Os01g0120400,['protein.aa activation.alanine-tRNA ligase'],LOC_Os01g03030,1.37768515610546,0.003544966953035,Up,2.20074517889243,2.51E-07,Up,2.91160545240686,4.51E-06,Up,1.09383368320297,0.010569993583662,Up
Os01g0120600,['PS.lightreaction.other electron carrier (ox/red).ferredoxin oxireductase'],LOC_Os01g03050,0.981982587326412,0.039461849786874,,1.21582165230599,0.005610441725358,Up,1.28018093222191,0.00217423525471,Up,1.3672055636477,0.101616978429622,
Os01g0120700,['not assigned.unknown'],LOC_Os01g03060,0.943675339435879,0.010750766714894,,1.13183929553719,0.00099786127051,Up,1.12002639871924,0.000994614458678,Up,0.717901646905284,0.3444675353934,
Os01g0120800,['protein.synthesis.initiation'],LOC_Os01g03070,-0.0657182292739,0.914183440839965,,-0.252927538587533,0.516972087015752,,-0.284230885165873,0.445213703323709,,-0.2746148819215,0.458742165910133,
Os01g0121200,['protein.degradation.ubiquitin.E3.RING'],LOC_Os01g03100,-0.187218446000411,0.817632917853244,,-0.443297825962158,0.458263419519877,,-0.721019370820071,0.163061968045245,,-0.558646474310284,0.299117497488244,
Os01g0121300,['not assigned.unknown'],LOC_Os01g03110,2.41500083408308,2.00E-05,Up,2.04965877433177,0.00043896264643,Up,0.924446164525727,0.010456874952179,,1.43508240401212,1.89E-05,Up
Os01g0121500,['not assigned.unknown'],LOC_Os01g03130,5.17003516820686,2.61E-25,Up,6.05018550293573,1.56E-34,Up,-2.42860728546277,0.003718802055468,Down,-4.53626860952322,0.001339278069192,Down
Os01g0121700,['transport.ABC transporters and multidrug resistance systems'],LOC_Os01g03144,-0.247438713185733,0.727107262893431,,1.2360111900496,0.003534946448497,Up,1.81539342439396,4.76E-06,Up,0.591663407032522,0.205595269365937,
Os01g0124100,['not assigned.unknown'],LOC_Os01g03330,0.709621583568495,0.265072858047709,,2.27641287857301,7.49E-07,Up,2.61536279030957,6.87E-09,Up,1.18803130994218,0.000889891084192,Up
Os01g0124200,['not assigned.unknown'],LOC_Os01g03340,1.24704675313241,0.005289547922537,Up,2.73599043583153,2.50E-12,Up,-0.986818142474634,0.04616851787179,,-1.47959003432917,0.000197678808432,Down
Os01g0124401,['not assigned.unknown'],LOC_Os01g03360,1.57178762430045,0.01073156065736,Up,2.77327428166505,3.22E-07,Up,2.64262237718794,0.005558143808662,Up,-1.4209406916901,0.002483465653425,Down
Os01g0124650,['not assigned.unknown'],LOC_Os01g03390,2.74238888698176,4.86E-05,Up,4.31438005211972,4.19E-12,Up,1.67510796564489,1.33E-05,Up,-2.85025089971385,9.23E-05,Down
Os01g0125600,['transport.metal'],LOC_Os01g03490,0.282580986525459,0.767376065232257,,-0.604451213543531,0.37828948226986,,-0.40452785297018,0.560982628154669,,-0.414252212673426,0.549920006079909,
Os01g0125900,['protein.degradation.ubiquitin'],LOC_Os01g03520,0.017231117160159,0.983879670797818,,1.06602893272026,0.003758112086864,Up,0.99840470137526,0.006491886538665,,1.9749742816001,4.50E-08,Up
Os01g0126100,['not assigned.unknown'],LOC_Os01g03530,-0.415006958701981,0.785667810616832,,1.0958891429051,0.265201536768989,,1.52704694582788,0.083969351544472,,2.54152442036106,0.001585099197147,Up
Os01g0127000,['not assigned.unknown'],LOC_Os01g03630,-2.40504746072506,0.184391481325915,,-0.564004044873795,0.761324841361776,,-0.973561142043269,0.552828234269908,,-1.21347729687569,0.450635757238833,
Os01g0127400,['not assigned.unknown'],LOC_Os01g03660,0.322636994451592,0.81876266689081,,0.883811175609544,0.355094666287809,,0.930580340622593,0.294193306983147,,0.79723815811998,0.383676554217672,
Os01g0127600,['not assigned.unknown'],LOC_Os01g03680,-0.362169584499342,0.738783601936727,,-0.244615069957899,0.785720109641626,,-0.855687670833696,0.241251734325719,,-1.16003328526415,0.094014310749023,
Os01g0127700,['signalling.receptor kinases.S-locus glycoprotein like'],LOC_Os01g03690,3.84323919721594,1.73E-12,Up,2.26037165470743,0.000152097775205,Up,-1.15933380989078,0.004251618017413,Down,0.087698784369221,0.961990897808191,
Os01g0127900,['cell wall.precursor synthesis.phosphomannose isomerase'],LOC_Os01g03710,1.28198062478942,0.010995837921361,Up,0.494345061221034,0.406947432365956,,0.537862204740659,0.187430982864877,,0.850232348219676,0.024135383430324,
Os01g0128000,['RNA.regulation of transcription.MYB domain transcription factor family'],LOC_Os01g03720,-0.496840054012403,0.71307675618961,,0.6996708544374,0.478248390014371,,1.5845538735034,0.046762218509602,Up,2.67520193352016,0.000226887917423,Up
Os01g0128100,['DNA.synthesis/chromatin structure'],LOC_Os01g03740,3.99241077599775,3.31E-05,Up,4.68753867004352,4.37E-07,Up,-1.36489087191653,0.008978490097811,Down,-4.10172643507441,5.09E-09,Down
Os01g0128200,['DNA.synthesis/chromatin structure'],LOC_Os01g03730,2.36590019446057,0.003504617585083,Up,2.90373696668789,0.000131050240778,Up,1.90952122266494,4.21E-07,Up,-1.52778380774339,0.000597512583912,Down
Os01g0128250,NA,None,6.81068798124165,8.03E-07,Up,6.18098614337187,1.02E-05,Up,-3.63264299197339,1.98E-05,Down,-1.30467661886507,0.318946071364567,
Os01g0128300,['not assigned.unknown'],LOC_Os01g03750,3.09028715241867,6.78E-08,Up,2.39587157863137,5.32E-05,Up,0.623551229727288,0.785120457497734,,1.24728346679872,2.79E-06,Up
Os01g0128700,['not assigned.unknown'],LOC_Os01g03810,0.316201202682921,0.712269392416349,,-0.280119410713487,0.704323398673859,,-0.285485280723231,0.673468221828056,,-0.396811488914527,0.545977036051036,
Os01g0128800,['not assigned.unknown'],LOC_Os01g03820,0.20795506871909,0.690303460469638,,-0.293692430755115,0.45861432740261,,-0.335745516486594,0.370612725654786,,-0.293073692608739,0.440074789641246,
Os01g0129500,['protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L34'],LOC_Os01g03870,-1.4507421736951,0.047904415739458,Down,0.316345849225126,0.684635101796051,,4.5341054647661,1.28E-06,Up,4.53748921940433,1.19E-06,Up
Os01g0129600,"['RNA.regulation of transcription.AS2,Lateral Organ Boundaries Gene Family']",LOC_Os01g03890,1.00210612522698,0.268634066359035,,0.860023411373836,0.30244429074569,,0.957647790049085,0.219519384769222,,0.571776348490561,0.503750756659295,
Os01g0130000,['transport.metal'],LOC_Os01g03914,0.196592497435758,0.751607618516711,,1.10755862780601,0.002368875847332,Up,0.74007776275758,0.053986672271858,,1.89209534789916,0.012111342178998,Up
Os01g0130400,"['misc.gluco-, galacto- and mannosidases.alpha-galactosidase']",LOC_Os01g03950,-0.601196051732029,0.740918750948209,,-2.1707970101535,0.078840508446832,,-2.12495473575237,0.070656721027864,,-3.27902377830791,0.005066559071799,Down
Os01g0130900,['not assigned.unknown'],LOC_Os01g03980,2.85963333626047,8.00E-05,Up,3.41786705863671,9.71E-07,Up,2.29468554149171,0.021269568071096,Up,-2.1748106430031,8.34E-08,Down
Os01g0131300,['not assigned.unknown'],LOC_Os01g04010,1.4102656816622,4.97E-05,Up,1.0366148940073,0.003885081626192,Up,-1.0008893623715,0.027223320098902,Down,0.619052751719962,0.156074068361475,
Os01g0131450,NA,None,0.455140060337623,0.551263045480388,,-0.341692006946386,0.616684435002459,,0.104016734501098,0.883734187324442,,0.047830536005735,0.948732219518877,
Os01g0131600,"['hormone metabolism.ethylene.signal transduction', 'RNA.regulation of transcription.AP2/EREBP, APETALA2/Ethylene-responsive element binding protein family']",LOC_Os01g04020,0.566605938856991,0.643175637582528,,0.223240280905346,0.853297374243028,,0.519765894297929,0.5863663615639,,0.213838130232922,0.84490704166175,
Os01g0131800,['protein.targeting.secretory pathway.unspecified'],LOC_Os01g04030,-0.494619174094555,0.47349895774022,,-0.499330625376911,0.401635687096754,,-0.10266837113182,0.874953805583381,,0.242131344270685,0.689879013679467,
Os01g0132000,['not assigned.unknown'],LOC_Os01g04050,3.83075860803254,2.34E-12,Up,4.23025013193723,5.95E-15,Up,-1.15402772648003,0.000816698734856,Down,-2.62794064032998,5.10E-06,Down
Os01g0132500,['not assigned.unknown'],LOC_Os01g04100,1.83989859294938,1.07E-06,Up,1.57605090043383,7.68E-05,Up,2.3673597630045,3.63E-05,Up,1.2374788227184,0.097248467534048,
Os01g0132766,['RNA.regulation of transcription.C2H2 zinc finger family'],LOC_Os01g04120,-0.298872097022914,0.655137496518284,,0.13617541145116,0.819298226676173,,0.047969615661535,0.936237388443548,,0.318221780445687,0.531179258472657,
Os01g0133100,['not assigned.unknown'],LOC_Os01g04160,1.18412108499755,0.009972542975008,Up,0.579152043436488,0.26514880913707,,0.430858573128889,0.186180323536943,,0.31267729522995,0.361591040573178,
Os01g0133200,['not assigned.unknown'],LOC_Os01g04170,0.90256226112659,0.588925175990816,,-0.661952817890334,0.680191525250016,,-2.82002227362688,0.056021673000709,,-2.73396422402259,0.073453163869761,
Os01g0133400,['transport.sugars'],LOC_Os01g04190,-0.367757181764412,0.414144859767867,,0.33795026181628,0.378309432646686,,0.55226481636131,0.109581433323751,,0.818131072845382,0.011268862680291,
Os01g0133500,['not assigned.unknown'],LOC_Os01g04200,-0.190974172516103,0.78404010903976,,-0.36376793166839,0.47356406541856,,0.250288913832778,0.617763762529785,,0.508116473239583,0.257934676478124,
Os01g0134500,['hormone metabolism.brassinosteroid.synthesis-degradation.sterols.DWF7'],LOC_Os01g04260,-0.097875404494048,0.898530839374677,,-0.132539652711472,0.817689202840497,,-0.685250153366557,0.115586797995908,,-0.738972316583557,0.086980855750523,
Os01g0134900,['cell wall.degradation.mannan-xylose-arabinose-fucose'],LOC_Os01g04300,-0.34411187086061,0.700563752099134,,-0.688756427088057,0.292169447643785,,-1.73885408173032,0.001868192199948,Down,-2.02939911905275,0.000317716931899,Down
Os01g0135600,['not assigned.unknown'],LOC_Os01g04324,-0.192890619384037,0.924536792937899,,-1.37138730936985,0.329572811968481,,-1.14927657190868,0.359294422275074,,-0.963546048652083,0.452793585940858,
Os01g0136400,['protein.postranslational modification.kinase.receptor like cytoplasmatic kinase VII'],LOC_Os01g04409,0.785914370276046,0.108859791003661,,1.02889907844158,0.016152653508273,Up,1.00758063659849,0.017136963283845,Up,-1.26744717569153,0.004321445191277,Down
Os01g0136450,NA,None,1.08043826299708,0.108397605630224,,1.4338261317451,0.015341578669657,Up,1.64599018263602,0.003133195630186,Up,0.897876944532357,0.192488143526786,
Os01g0136500,NA,None,1.26226039856631,0.000738474924183,Up,1.22597824099432,0.001119381106203,Up,-0.706943975914544,0.036520582669451,,1.24987107588715,0.012457400743486,Up
Os01g0136700,['signalling.receptor kinases.wheat LRK10 like'],LOC_Os01g04440,1.81741690197473,0.00391705167108,Up,2.66494353880567,3.35E-06,Up,2.40018341627137,0.006921474747645,Up,0.962580916622213,0.33219628094655,
Os01g0136800,"['protein.postranslational modification.kinase.receptor like cytoplasmatic kinase VII', 'signalling.receptor kinases.misc']",LOC_Os01g04450,-1.43316647682382,0.13244767423926,,-1.03652421882064,0.268128745126327,,-0.424393619199381,0.658257497025819,,-0.293110448748432,0.770234515855728,
Os01g0138500,['not assigned.unknown'],LOC_Os01g04590,5.9324280965684,5.40E-25,Up,4.28982244355369,3.41E-13,Up,1.43393430857623,0.572865252138437,,2.81648094457171,0.051434792003529,
Os01g0138800,['not assigned.unknown'],LOC_Os01g04620,3.41540232641947,2.48E-08,Up,4.11889059171889,6.38E-12,Up,0.770640490520842,0.217226753875904,,-3.16273410805295,1.87E-22,Down
Os01g0138900,['misc.misc2'],LOC_Os01g04630,-0.284857142696821,0.579895340593014,,-1.56996871916102,2.11E-06,Down,-1.84646857454691,7.52E-09,Down,-1.97933952450151,0.000839974764475,Down
Os01g0139000,"['stress.biotic', 'protein.targeting.secretory pathway.plasma membrane']",LOC_Os01g04640,1.42119056572111,0.123953562778434,,0.672369051417442,0.50917354862469,,0.47279666211893,0.637250154686328,,-0.163618295140327,0.888395990199475,
Os01g0139200,['protein.postranslational modification'],LOC_Os01g04650,-1.19758007072982,0.002466023797593,Down,-0.465653333526749,0.298065824294876,,4.01915937882421,0.001297545816426,Up,3.59523542865006,0.005268850204134,Up
Os01g0139600,['misc.acid and other phosphatases'],LOC_Os01g04660,0.194472133660686,0.89408374006188,,1.44849856329565,0.063595019509067,,1.92106328424848,0.004991119595155,Up,2.70691784618602,2.48E-05,Up
Os01g0139700,['not assigned.unknown'],LOC_Os01g04670,1.22035857856402,0.11805995181325,,2.01960294741523,0.001870924742157,Up,1.92769997191908,0.002032708758582,Up,1.93268038468408,1.11E-06,Up
Os01g0139900,['not assigned.unknown'],LOC_Os01g04690,4.23928238110056,1.39E-06,Up,3.92224702827729,1.22E-05,Up,-1.63452014860706,3.67E-05,Down,3.66081268781614,1.30E-06,Up
Os01g0140100,['protein.degradation.aspartate protease'],LOC_Os01g04710,-1.17891114778889,0.221102262599526,,-1.63722460703034,0.057886757094231,,-1.49286457076198,0.065859813803569,,-1.04336273319438,0.218290382806323,
Os01g0140400,['signalling.receptor kinases.misc'],LOC_Os01g04720,-0.002173535324015,0.998638111648988,,-1.12079646368073,0.083822738375852,,-0.730357286785905,0.256100971388109,,-0.799426764010493,0.209129808449355,
