Gene,MapMan,MSU_LOC,FC_1hr,pval_1hr,REG_1hr,FC_3hr,pval_3hr,REG_3hr,FC_6hr,pval_6hr,REG_6hr,FC_12hr,pval_12hr,REG_12hr,FC_1day,pval_1day,REG_1day,FC_3day,pval_3day,REG_3day
Os01g0105400,['not assigned.unknown'],LOC_Os01g01570,-0.281010555322848,0.789923354531553,,-0.654486306718432,0.185939276588912,,-0.136492952751554,0.843637425852221,,0.150464442647815,0.789236971314175,,-0.04526442542987,0.938434306773582,,-0.061903969700237,0.912185487174771,
Os01g0105800,['Co-factor and vitamine metabolism.iron-sulphur clusters'],LOC_Os01g01610,-0.234696057070787,NA,,-0.840053070715419,NA,,-1.78084791337578,0.326518218168982,,-1.42823016740778,0.387221222861533,,-0.885524580505751,NA,,-0.606071515074073,NA,
Os01g0105900,['minor CHO metabolism.others'],LOC_Os01g01620,0.355745171334859,0.438854843386155,,-0.411433421561007,0.248475774881896,,-0.568037366774501,0.054340452386537,,-0.500693770200654,0.082670799481904,,-0.722887328298337,0.007344499369126,,-0.932161834170138,0.000323146483868,
Os01g0106300,['secondary metabolism.flavonoids.isoflavones.isoflavone reductase'],LOC_Os01g01650,-0.172296221329942,NA,,-0.725161103872839,NA,,-4.35734763330661,NA,,-1.30589244238838,NA,,1.3837312960339,0.027130798150616,Up,0.926029361114898,NA,
Os01g0106400,['secondary metabolism.flavonoids.isoflavones.isoflavone reductase'],LOC_Os01g01660,1.14940732259393,0.536033779954052,,-0.389275787518618,NA,,-1.78975519289967,NA,,0.250109355651151,NA,,-1.40271283821263,0.229158924524614,,-1.56922906554946,0.161378299706605,
Os01g0106500,['not assigned.unknown'],LOC_Os01g01670,-0.019242196422095,0.993143049483964,,-0.204034340969231,0.849008708355624,,0.012738161288827,0.990899807761738,,0.054505833417582,0.947943365736797,,-0.26689952088951,0.70309609729706,,0.769573621359958,0.127563639359984,
Os01g0106600,['not assigned.unknown'],LOC_Os01g01680,-1.76898915650997,0.356897408357175,,-1.67110728660672,0.010633385457251,Down,-2.05358448172698,0.000799642247322,Down,-1.08573336837781,0.17281395668526,,-4.48396201922189,0.001874886914696,Down,-1.26209429269317,0.00408451516229,Down
Os01g0106750,['protein.postranslational modification.kinase'],LOC_Os01g01689,-0.341757584763486,0.875685959391254,,0.204671668916212,0.877152200265431,,-0.006068243074193,0.996131164831887,,0.580636136962,0.438852769884222,,0.555894076034437,0.45012852956121,,0.379784141010453,0.620124131672209,
Os01g0106900,['secondary metabolism.isoprenoids.non-mevalonate pathway.DXR'],LOC_Os01g01710,-0.650684522167106,0.126905092874442,,-0.303673372921137,0.567918080028313,,-0.473086595953488,0.235635651319416,,-0.793983714246664,0.016243891255113,,-1.02840866601454,0.001383477624926,Down,0.260958345819922,0.495275178375614,
Os01g0107000,['protein.targeting.peroxisomes'],LOC_Os01g01720,0.034370187007086,0.982970908095816,,0.488405933648849,0.161506833653328,,0.434429881104563,0.196696044384885,,0.22166875513382,0.55348075572366,,0.032804579820694,0.940743692432699,,0.443628410776675,0.136255474783971,
Os01g0107400,['protein.postranslational modification'],LOC_Os01g01740,0.19661196473251,0.940361915560275,,0.343695842824169,0.767214935810437,,0.289406190424584,0.777524486127214,,0.72936559741347,0.28961909377915,,-0.888190188007423,0.232472982086342,,-1.03631995766916,0.142635531202695,
Os01g0107900,['not assigned.unknown'],LOC_Os01g01790,0.203405399898504,0.805461652032416,,0.666394723667473,0.034719063252793,,0.697932089552278,0.01874957296835,,0.776923443498113,0.005433076049379,,0.611235433237738,0.034959102741919,,0.833998838171272,0.002144429852749,
Os01g0108000,['not assigned.unknown'],LOC_Os01g01800,-0.073474275447855,0.948116807865909,,0.15707605760892,0.738191302427161,,0.087432903573997,0.849091424564612,,-0.104088400135841,0.782557977793147,,-0.059582341686339,0.87690039696756,,0.034182332173775,0.927681694942691,
Os01g0108800,['not assigned.unknown'],LOC_Os01g01890,1.04039524199348,0.612415206574791,,-0.975335287736696,NA,,-1.15016703358583,NA,,-1.11736283694087,NA,,-2.26751384629497,NA,,1.41414653057686,4.51E-05,Up
Os01g0109700,['RNA.regulation of transcription.unclassified'],LOC_Os01g01960,0.145129845763233,0.863738103182275,,0.189024507730375,0.669631317178751,,0.249045570645105,0.479384046334335,,0.082561691547488,0.831852914591479,,0.201677823087527,0.518060291696919,,0.266850360038498,0.350352089601305,
Os01g0109750,['not assigned.unknown'],LOC_Os01g01970,0.003162248020946,0.997838452343757,,-0.071380653566101,0.937570083130078,,-0.191617240585342,0.772144348866286,,-0.230148382187063,0.675593395651336,,0.425199976852085,0.335350377826985,,-0.470756826180836,0.290698378980664,
Os01g0110100,['transport.phosphate'],LOC_Os01g02000,0.751883614104104,0.490348418416082,,0.499205361648795,0.631240706424388,,0.40975706213958,0.665590414490431,,1.10560316776979,0.079284923843844,,1.10278089591213,0.076317290415541,,-1.06514904388859,NA,
Os01g0110200,['not assigned.unknown'],LOC_Os01g02010,-0.776130688375593,0.664066728172341,,-1.96547010348873,0.040848558294919,Down,-2.99621412604475,0.001205137452097,Down,-2.66164647727024,1.00E-07,Down,0.367122194501701,NA,,-1.56549901900652,0.223539010153475,
Os01g0110400,['secondary metabolism.isoprenoids.mevalonate pathway.acetyl-CoA C-acyltransferase'],LOC_Os01g02020,0.375030194386733,0.406242613944077,,1.02312939784223,5.87E-05,Up,1.0861678534283,1.05E-05,Up,-0.656875073689923,NA,,-1.68502840792561,0.036460603321113,Down,-0.717981954202898,0.400462194169984,
Os01g0110500,['protein.postranslational modification.kinase.receptor like cytoplasmatic kinase VII'],LOC_Os01g02040,0.1913429183666,0.962097733735792,,0.358862730033337,0.832844936640371,,-0.548571540300922,0.692447819698785,,-0.731740403098963,0.524776460227983,,-1.29343477910894,0.219190583760195,,-0.54635790978482,0.619691297307667,
Os01g0111100,['cell.cycle.peptidylprolyl isomerase'],LOC_Os01g02080,0.291814274672091,0.873406620954609,,0.513879501838319,0.545736211186076,,0.633320129660984,0.350408056404258,,0.450609444583145,0.506988723765051,,-0.18843278900718,0.8158952214879,,0.940207864442396,0.074807945810222,
Os01g0111300,NA,None,0.239516999825094,0.88112420856517,,0.497964857468841,0.467676251777932,,-0.239099158703704,0.759694346991708,,-0.728823020179348,0.173839323770953,,-0.551469666716196,0.320156872972322,,-0.57347814373401,0.280531295521244,
Os01g0111500,"['RNA.regulation of transcription.bHLH,Basic Helix-Loop-Helix family']",LOC_Os01g02110,-0.971336998899841,NA,,-4.17866629153443,NA,,-3.41298857318055,NA,,-1.37004150012045,8.73E-08,Down,0.2638796218628,NA,,-1.94160108390351,0.043973664028675,Down
Os01g0111900,['not assigned.unknown'],LOC_Os01g02150,0.291514177754408,0.805997092315622,,-0.417785208384755,0.530577652165302,,-0.872200431165972,0.059337543653571,,-0.541362522940224,0.267906448867882,,-1.2443718850672,0.00289961420029,Down,-1.14959090466594,0.005481580419378,Down
Os01g0112000,['not assigned.unknown'],LOC_Os01g02160,0.186553081032587,NA,,-1.25238421980179,NA,,-1.07307874441168,NA,,-0.1315276949561,NA,,0.016957354938396,0.972692400021904,,0.083286757398403,0.84417472485487,
Os01g0112500,['protein.degradation.ubiquitin.E3.RING'],LOC_Os01g02200,1.25423504990899,3.19E-07,Up,0.416290039607404,NA,,0.494015268577108,NA,,1.32080911083138,NA,,0.375995842481902,NA,,-1.03014321024903,NA,
Os01g0113200,['signalling.receptor kinases.misc'],LOC_Os01g02290,1.00727155437866,0.135867840796944,,-2.34937006201125,NA,,-3.89907275472893,NA,,-1.09506132983564,NA,,-2.98781849544062,NA,,0.248035871359593,NA,
Os01g0113350,['protein.postranslational modification.kinase.receptor like cytoplasmatic kinase VII'],LOC_Os01g02310,-0.670319168713988,0.639767019799055,,-0.549975503815929,0.624049664507431,,-0.174743935301374,0.885666171282577,,-0.286035929058827,0.763067557996982,,0.402812752435926,0.625626201810562,,0.082621403806407,0.930204367515482,
Os01g0114100,['signalling.receptor kinases.S-locus glycoprotein like'],LOC_Os01g02390,1.45325297902338,0.458101835877512,,0.717508879802665,NA,,1.33706755643979,NA,,-1.08794391354377,NA,,-3.48868091996916,0.119611684115255,,-1.95097505958089,NA,
Os01g0114300,"['protein.postranslational modification', 'signalling.receptor kinases.S-locus glycoprotein like', 'signalling.receptor kinases.misc']",LOC_Os01g02400,-0.061306209599382,0.984116552205079,,0.65771679003413,0.398023561148768,,-0.030739874076279,0.98028449720882,,-0.200685940741531,0.814555409995238,,0.403295863297631,0.562829165758356,,0.602361116001018,0.321432022977874,
Os01g0114550,NA,None,0.424956074123212,0.917229558370179,,-0.329721319002378,0.892096202268119,,0.317363551722658,0.871614471579692,,-0.492070435809713,0.762781192455011,,-0.556287469823832,0.719667790389314,,-1.36119345618833,0.319808895151606,
Os01g0115300,NA,None,-0.36962655293522,0.808383430602895,,-0.14658603417557,0.90144446968914,,0.121519591875365,0.90200936134854,,1.29818663806884,0.00786128324211,Up,1.44343592267109,0.002393679111772,Up,-2.11065289865703,0.019209652304763,Down
Os01g0115800,['not assigned.unknown'],LOC_Os01g02590,-0.734007401376514,0.666087747934681,,-0.415509312221646,0.774793514778465,,-0.578790974644492,0.606985524366932,,-0.257068596996692,0.817921607497658,,0.180472408013891,0.866163648266946,,0.129787791677866,0.900326091708801,
Os01g0115900,['signalling.receptor kinases.misc'],LOC_Os01g02600,-0.978794056456604,0.489676873212342,,-1.23603909499166,0.23823971398267,,-1.55458351607678,0.087935679120006,,1.34344070441061,NA,,-2.22795853580489,NA,,-3.44587059380278,NA,
Os01g0118000,['PS.calvin cycle.aldolase'],LOC_Os01g02880,-0.234044795682117,0.744491968285482,,-0.682435290222459,0.030267214006178,,-0.922730592341171,0.00101694483428,,-1.32036580093932,6.81E-07,Down,-1.75459436445102,9.95E-11,Down,-2.15155300119638,0.014707048645867,Down
Os01g0118300,['lipid metabolism.Phospholipid synthesis'],LOC_Os01g02890,0.503444375651011,0.861325314920978,,-0.694098293131694,0.675357954882956,,-0.446730364629658,0.772730647635523,,-1.02704796594765,0.373260761873556,,-0.95027899740984,0.407424161253263,,-2.35251315907084,NA,
Os01g0118400,['not assigned.unknown'],LOC_Os01g02900,-0.035012747265467,0.992742843152711,,-1.95140368058177,0.018177716687547,Down,-2.06516344942082,0.008152027112148,Down,0.207770877712726,NA,,-1.2025535479815,0.329728919952232,,-2.81727078505169,0.039850185095759,Down
Os01g0118600,['not assigned.unknown'],LOC_Os01g02910,-0.075758700277342,0.989940931118994,,-1.2298946308797,0.433242314245747,,-1.84786289324375,0.15116047772036,,1.85532830760145,NA,,-1.97863797313362,0.054657859135657,,2.87465349951101,NA,
Os01g0118700,['not assigned.unknown'],LOC_Os01g02920,0.12580075218841,0.935613371512078,,0.119787757171151,0.876243958887112,,-0.486334683372068,0.28724554197773,,-0.943401335743072,0.009667428407353,,-1.16883704198689,0.001106731021571,Down,-0.986329375951079,0.005832008352538,
Os01g0119000,['not assigned.unknown'],LOC_Os01g02930,-0.263200959556496,0.940800436741057,,-0.792408766973403,0.559159008433793,,-2.19229195080615,0.023678444418716,Down,-2.35310478818628,0.012254979411429,Down,-0.705863750629946,NA,,-3.68973110388872,0.002761159937923,Down
Os01g0119050,NA,LOC_Os01g02940,0.035906341448672,0.993394503446503,,-1.61564413242117,0.281412465235065,,-1.62176367968589,0.225418554423328,,-0.545764466555145,0.28841826505711,,0.804697507021817,0.609120113273105,,1.47102495670778,0.243656977509981,
Os01g0119100,['not assigned.unknown'],LOC_Os01g02940,-0.01310329494189,0.997268614626348,,-1.21665653497877,0.139673605213484,,-1.27803184664953,0.092032013239189,,1.03064716371876,NA,,-0.364887371632582,NA,,1.19305788804725,0.000487874413763,Up
Os01g0119500,['not assigned.unknown'],LOC_Os01g02960,-0.541220005634603,0.232206456890225,,-0.487959378423337,0.242885012207719,,-0.567852757897897,0.119107248816628,,-0.582443272216252,0.086047441361484,,-0.594002877095838,0.078885338361458,,-0.335182151800433,0.34958137787206,
Os01g0120400,['protein.aa activation.alanine-tRNA ligase'],LOC_Os01g03030,-0.118193438525506,0.956040219044884,,-1.05938300841247,0.044471184059651,Down,-1.51392714333711,0.001155628634184,Down,-2.02918535859826,NA,,-0.971537201331176,0.441382443809731,,1.12602440182637,0.001347505978352,Up
Os01g0120600,['PS.lightreaction.other electron carrier (ox/red).ferredoxin oxireductase'],LOC_Os01g03050,-0.129158848351851,0.954889586924436,,-0.157923496114757,0.883782388068411,,-0.40953879945354,0.582207608512702,,-0.467273016002605,0.464016043831502,,0.03333982531501,0.966843780356762,,-0.432300817885667,0.470873571020575,
Os01g0120700,['not assigned.unknown'],LOC_Os01g03060,-0.030470543290832,0.985473766496008,,-0.027981682009521,0.966102544566724,,0.403976647134426,0.245706185055866,,0.821530396254069,0.002588391882551,,1.31426739796856,2.08E-07,Up,1.32905689483241,1.48E-07,Up
Os01g0120800,['protein.synthesis.initiation'],LOC_Os01g03070,-0.067743245960801,0.93606344515563,,-0.084013297356601,0.833078437686975,,0.084124003504109,0.802322446225923,,0.295856170150943,0.166962960038253,,-0.023291863376067,0.93719347750949,,0.125962715664675,0.600910953542882,
Os01g0121200,['protein.degradation.ubiquitin.E3.RING'],LOC_Os01g03100,-0.046579475511136,0.984425688650145,,0.532805336358336,0.363874223381383,,0.100884442710472,0.900184120452177,,-0.16833436261122,0.79491916400521,,0.327785698645272,0.53764648495149,,-0.155123319690819,0.792238202886673,
Os01g0121300,['not assigned.unknown'],LOC_Os01g03110,0.978740129423505,0.294910803522018,,0.423919253022854,0.717502279836309,,0.57788495738384,0.521102898372371,,0.982710714745471,0.149221637455408,,0.060542992266086,0.952717265567678,,-0.631038835281741,0.438006897649744,
Os01g0121500,['not assigned.unknown'],LOC_Os01g03130,0.420711086754126,0.911731818229912,,0.016721752577039,0.994931161867431,,0.455905389518027,0.78898037969103,,-0.309354716198877,0.850548903544323,,1.07558507847511,0.336677364326375,,-2.44826446083393,0.100765863531976,
Os01g0121700,['transport.ABC transporters and multidrug resistance systems'],LOC_Os01g03144,-0.420365001999771,0.326439362513055,,-0.12371566800495,0.824794459860765,,-0.180656242327225,0.674627150184918,,0.053969667689291,0.900845048930923,,0.628652441380652,0.018053570887108,,0.814587908486646,0.001172213357547,
Os01g0124100,['not assigned.unknown'],LOC_Os01g03330,1.86155743707236,8.26E-13,Up,-1.39285202575903,0.201583912313469,,-1.1069910699769,0.275405606445184,,-0.461124180930359,0.710398916703357,,-1.72860578478154,0.009571294700783,Down,-1.50512153924508,0.021949378410336,Down
Os01g0124200,['not assigned.unknown'],LOC_Os01g03340,1.46084181341125,2.34E-05,Up,-4.50609612877161,0.004335057923203,Down,-3.73594618878264,0.003291451279618,Down,-0.894895866731781,NA,,0.439609326294222,NA,,0.248035871359592,NA,
Os01g0124401,['not assigned.unknown'],LOC_Os01g03360,1.06489816367554,0.261750245737316,,-1.65104152721187,NA,,-3.42625655104639,NA,,0.032351428111644,NA,,-0.885524580505751,NA,,-1.07709803544038,NA,
Os01g0124650,['not assigned.unknown'],LOC_Os01g03390,2.47663207112171,0.000345305968447,Up,-2.14978078176741,NA,,-2.32461252761655,NA,,2.11081502245988,NA,,-0.885520692959688,NA,,0.241414646795983,0.420757328577302,
Os01g0125600,['transport.metal'],LOC_Os01g03490,0.363342028396981,0.765301902805893,,0.197538067758914,0.837764033820648,,0.271875013718882,0.715674811159516,,0.352643130236959,0.565129443456925,,-0.512245200169071,0.359230229323412,,-0.632896348083779,0.224027815886126,
Os01g0125900,['protein.degradation.ubiquitin'],LOC_Os01g03520,-0.014507211989546,0.990902701500041,,0.161203646695508,0.720729952078866,,0.13245469307438,0.745212691123458,,-0.08250684631394,0.827704755480465,,-0.160430551862906,0.620355745122983,,-0.192408174004299,0.520313755611301,
Os01g0126100,['not assigned.unknown'],LOC_Os01g03530,-0.536389630173585,0.889348905278049,,-0.035346405938426,0.989048985053527,,-0.391112152011863,0.840552422307422,,-1.13054546527239,0.418040729153692,,-1.54580740264668,0.24893134249749,,-2.79915775136245,NA,
Os01g0127000,['not assigned.unknown'],LOC_Os01g03630,1.89727986857894,0.22409108797939,,-0.979386280790987,0.223402140266975,,-2.64437022547382,1.01E-05,Down,-2.71347304725429,4.50E-06,Down,-2.62905021803673,0.003285541793526,Down,-1.00407956330795,0.537348273732134,
Os01g0127400,['not assigned.unknown'],LOC_Os01g03660,0.699239537074532,0.666194180563516,,1.16481815436076,0.1921280886275,,0.90911290563451,0.319841202172826,,-2.20523149169148,NA,,-4.41615329834481,NA,,0.248035871359592,NA,
Os01g0127600,['not assigned.unknown'],LOC_Os01g03680,0.444070728357046,0.940800436741057,,-0.533306554346404,0.852471483332335,,-0.885341341534166,0.68170267028186,,-2.0908211856146,0.1692630473816,,-2.84217613038039,0.040964388498243,Down,-1.06827410637697,NA,
Os01g0127700,['signalling.receptor kinases.S-locus glycoprotein like'],LOC_Os01g03690,-0.101762357244422,0.984107090490769,,0.470398863234326,0.787986812425587,,0.547679345838767,0.698891649458604,,0.703751888519926,0.540647286330059,,0.692587084460442,0.533600395477294,,0.38613443011687,0.743152568589509,
Os01g0127900,['cell wall.precursor synthesis.phosphomannose isomerase'],LOC_Os01g03710,-0.0456750609037,0.988526393931163,,-0.872806862535866,0.218463903801057,,-0.925161887334409,0.145077009967208,,-1.12547692056557,0.05177855020285,,-1.44762803120707,0.011978713281173,Down,-1.69928150401195,0.0003634589717,Down
Os01g0128000,['RNA.regulation of transcription.MYB domain transcription factor family'],LOC_Os01g03720,0.656093361341332,0.685741868244593,,0.892191668727333,0.367168339613847,,1.14824822751348,0.151565086089618,,1.07677759184497,0.156588613162088,,0.35810651181057,0.902886685481679,,0.942458489394056,NA,
Os01g0128100,['DNA.synthesis/chromatin structure'],LOC_Os01g03740,3.37973223620742,0.002524124493825,Up,-2.41271427162369,0.026878359759501,Down,-3.19973333716326,0.00196753010254,Down,-2.95474212306537,1.95E-07,Down,-5.69085454466679,0.00374059637169,Down,-1.48037250889586,NA,
Os01g0128200,['DNA.synthesis/chromatin structure'],LOC_Os01g03730,0.093313077690877,0.98983567643741,,0.373019515950129,0.884861153865817,,-0.901528740687271,0.645456631277534,,-0.642273523411206,0.721782927487099,,-1.05742719516444,0.519679533054155,,-1.2433603842079,0.41878545523978,
Os01g0128250,NA,None,0.64658000750041,NA,,2.26247609804277,NA,,0.973590929092888,NA,,0.62535251110262,0.656875826360503,,-0.769570144573524,0.603243013251773,,-0.16093610201219,0.919335932070915,
Os01g0128300,['not assigned.unknown'],LOC_Os01g03750,0.050154639297241,0.990801979181555,,-1.22836919250394,0.27468414672335,,-2.08381346020461,0.028021449437769,Down,1.80688855537678,0.278146335410556,,-0.937580194198849,NA,,-3.97937565760523,NA,
Os01g0128700,['not assigned.unknown'],LOC_Os01g03810,-0.391349170868699,0.796211266104568,,-0.016251390901378,0.989805279979511,,0.319115917470996,0.703182671932786,,-0.299439482346228,0.695625425527817,,-0.470392563917342,0.491539375474502,,0.105936206766627,0.890233769102311,
Os01g0128800,['not assigned.unknown'],LOC_Os01g03820,-0.193031438196999,0.824942277177314,,0.051048109412198,0.939568057411117,,0.196626665565225,0.659035502594009,,-0.23029912142829,0.543114927708112,,-0.024754629580004,0.956259126584547,,-0.101836366414676,0.795679155820474,
Os01g0129500,['protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L34'],LOC_Os01g03870,-0.164806370377611,0.959414321755508,,-0.109880824047768,0.94539936422951,,-0.003243470144567,0.998147217896159,,-0.240778025541259,0.81758788403306,,-0.772857533336611,0.361960075282711,,-1.12098727150276,0.15430426563221,
Os01g0129600,"['RNA.regulation of transcription.AS2,Lateral Organ Boundaries Gene Family']",LOC_Os01g03890,1.14325882436156,0.078478045825223,,0.108851354314576,0.950736272421882,,-0.418361738099476,0.737003383029513,,-0.701237242542621,0.477980782253712,,-0.148003441061072,0.895896191935059,,0.041446084212499,0.97118076761913,
Os01g0130000,['transport.metal'],LOC_Os01g03914,-0.044273769329785,0.967941341433859,,0.041047058582375,0.937271987945746,,0.013819271173753,0.977606234566088,,-0.431675652304625,0.068718039998929,,-0.337712369986781,0.170812280633551,,-0.313533061601881,0.196310825042298,
Os01g0130400,"['misc.gluco-, galacto- and mannosidases.alpha-galactosidase']",LOC_Os01g03950,0.250022045666973,0.956783051893573,,-1.2354084551744,0.392956588073776,,-1.18914122388501,0.364726177083793,,-4.22673491753845,NA,,-1.41878844864248,0.000143851515581,Down,0.248031154305636,NA,
Os01g0130900,['not assigned.unknown'],LOC_Os01g03980,1.79315358559084,0.135768443245164,,-0.005210337492218,NA,,-0.04701242384634,0.986767269208471,,0.820644247862192,0.613447158615501,,0.47629802658857,0.787561837620719,,-0.014170765503679,0.994784789147935,
Os01g0131300,['not assigned.unknown'],LOC_Os01g04010,-0.184771922642161,0.818171798379929,,-0.286823449237842,0.496704051722251,,-0.338514721321872,0.336495310513174,,-0.622836289748583,0.02511582789418,,-0.423305874574121,0.154576184117092,,-0.506982795105529,0.070883945901958,
