path,gene
path:dosa00030,Os03g0412800
path:dosa00030,Os03g0416500
path:dosa00030,Os03g0712700
path:dosa00030,Os03g0776000
path:dosa00030,Os03g0781400
path:dosa00030,Os04g0266900
path:dosa00030,Os04g0306400
path:dosa00030,Os04g0469500
path:dosa00030,Os04g0485300
path:dosa00030,Os05g0194900
path:dosa00030,Os05g0402700
path:dosa00030,Os05g0524400
path:dosa00030,Os06g0111500
path:dosa00030,Os06g0114650
path:dosa00030,Os06g0133800
path:dosa00030,Os06g0247500
path:dosa00030,Os06g0256500
path:dosa00030,Os06g0326400
path:dosa00030,Os06g0608700
path:dosa00030,Os06g0617800
path:dosa00030,Os06g0664200
path:dosa00030,Os07g0176900
path:dosa00030,Os07g0406300
path:dosa00030,Os07g0604000
path:dosa00030,Os08g0120600
path:dosa00030,Os08g0154300
path:dosa00030,Os08g0345700
path:dosa00030,Os08g0439000
path:dosa00030,Os08g0440800
path:dosa00030,Os08g0478800
path:dosa00030,Os08g0547100
path:dosa00030,Os09g0298100
path:dosa00030,Os09g0415800
path:dosa00030,Os09g0465600
path:dosa00030,Os09g0479800
path:dosa00030,Os09g0505700
path:dosa00030,Os09g0529100
path:dosa00030,Os10g0163340
path:dosa00030,Os10g0189100
path:dosa00030,Os10g0405600
path:dosa00030,Os11g0171300
path:dosa00030,Os11g0484500
path:dosa00030,Os12g0169600
path:dosa00040,Os01g0172900
path:dosa00040,Os01g0254300
path:dosa00040,Os01g0264100
path:dosa00040,Os01g0311800
path:dosa00040,Os01g0312500
path:dosa00040,Os01g0517500
path:dosa00040,Os01g0546800
path:dosa00040,Os01g0623600
path:dosa00040,Os01g0634600
path:dosa00040,Os01g0743200
path:dosa00040,Os01g0788400
path:dosa00040,Os01g0837100
path:dosa00040,Os01g0847600
path:dosa00040,Os01g0847700
path:dosa00040,Os02g0117700
path:dosa00040,Os02g0196700
path:dosa00040,Os02g0214400
path:dosa00040,Os03g0169100
path:dosa00040,Os03g0216800
path:dosa00040,Os03g0300500
path:dosa00040,Os03g0425600
path:dosa00040,Os03g0604200
path:dosa00040,Os03g0757900
path:dosa00040,Os03g0808000
path:dosa00040,Os04g0458900
path:dosa00040,Os05g0293500
path:dosa00040,Os05g0361500
path:dosa00040,Os05g0456200
path:dosa00040,Os05g0456300
path:dosa00040,Os05g0474600
path:dosa00040,Os05g0521600
path:dosa00040,Os05g0542800
path:dosa00040,Os06g0144200
path:dosa00040,Os06g0144900
path:dosa00040,Os06g0509600
path:dosa00040,Os06g0545200
path:dosa00040,Os06g0545400
path:dosa00040,Os06g0545800
path:dosa00040,Os06g0583900
path:dosa00040,Os06g0611400
path:dosa00040,Os06g0611500
path:dosa00040,Os06g0701200
path:dosa00040,Os07g0207800
path:dosa00040,Os07g0208100
path:dosa00040,Os07g0409200
path:dosa00040,Os07g0607400
path:dosa00040,Os07g0640200
path:dosa00040,Os07g0669100
path:dosa00040,Os07g0675100
path:dosa00040,Os07g0691100
path:dosa00040,Os08g0220400
path:dosa00040,Os08g0286100
path:dosa00040,Os08g0327200
path:dosa00040,Os08g0450100
path:dosa00040,Os08g0545200
path:dosa00040,Os09g0505700
path:dosa00040,Os09g0553200
path:dosa00040,Os10g0407000
path:dosa00040,Os10g0457200
path:dosa00040,Os11g0172100
path:dosa00040,Os11g0192400
path:dosa00040,Os11g0194000
path:dosa00040,Os11g0217300
path:dosa00040,Os11g0249400
path:dosa00040,Os11g0659600
path:dosa00040,Os11g0659700
path:dosa00040,Os11g0683700
path:dosa00040,Os11g0683800
path:dosa00040,Os12g0443500
path:dosa00040,Os12g0443600
path:dosa00040,Os12g0563700
path:dosa00040,Os12g0633000
path:dosa00051,Os01g0118000
path:dosa00051,Os01g0127900
path:dosa00051,Os01g0147900
path:dosa00051,Os01g0190400
path:dosa00051,Os01g0191700
path:dosa00051,Os01g0663300
path:dosa00051,Os01g0722700
path:dosa00051,Os01g0742500
path:dosa00051,Os01g0746700
path:dosa00051,Os01g0841600
path:dosa00051,Os01g0847200
path:dosa00051,Os01g0866400
path:dosa00051,Os01g0894300
path:dosa00051,Os01g0905800
path:dosa00051,Os01g0940100
path:dosa00051,Os02g0714200
path:dosa00051,Os02g0766900
path:dosa00051,Os03g0115100
path:dosa00051,Os03g0208900
path:dosa00051,Os03g0267300
path:dosa00051,Os03g0268400
path:dosa00051,Os03g0828300
path:dosa00051,Os03g0828500
path:dosa00051,Os04g0469500
path:dosa00051,Os04g0682300
path:dosa00051,Os05g0164100
path:dosa00051,Os05g0187100
path:dosa00051,Os05g0194900
path:dosa00051,Os05g0319100
path:dosa00051,Os05g0375100
path:dosa00051,Os05g0402700
path:dosa00051,Os05g0522500
path:dosa00051,Os05g0524400
path:dosa00051,Os06g0129700
path:dosa00051,Os06g0137700
path:dosa00051,Os06g0232200
path:dosa00051,Os06g0247500
path:dosa00051,Os06g0311600
path:dosa00051,Os06g0326400
path:dosa00051,Os06g0608700
path:dosa00051,Os06g0652300
path:dosa00051,Os06g0652400
path:dosa00051,Os06g0664200
path:dosa00051,Os07g0446800
path:dosa00051,Os07g0669100
path:dosa00051,Os08g0113100
path:dosa00051,Os08g0120600
path:dosa00051,Os08g0237200
path:dosa00051,Os08g0345700
path:dosa00051,Os08g0439000
path:dosa00051,Os08g0545200
path:dosa00051,Os09g0298100
path:dosa00051,Os09g0415800
path:dosa00051,Os09g0479800
path:dosa00051,Os10g0163340
path:dosa00051,Os10g0405600
path:dosa00051,Os11g0118200
path:dosa00051,Os11g0171300
path:dosa00051,Os11g0600900
path:dosa00051,Os12g0117300
path:dosa00051,Os12g0169600
path:dosa00052,Os01g0190400
path:dosa00052,Os01g0191700
path:dosa00052,Os01g0264100
path:dosa00052,Os01g0722700
path:dosa00052,Os01g0742500
path:dosa00052,Os01g0940100
path:dosa00052,Os01g0952600
path:dosa00052,Os02g0117700
path:dosa00052,Os02g0534400
path:dosa00052,Os02g0575800
path:dosa00052,Os03g0316200
path:dosa00052,Os03g0381000
path:dosa00052,Os03g0712700
path:dosa00052,Os03g0808900
path:dosa00052,Os04g0413200
path:dosa00052,Os04g0413500
path:dosa00052,Os04g0458300
path:dosa00052,Os04g0458600
path:dosa00052,Os04g0469500
path:dosa00052,Os04g0535600
path:dosa00052,Os05g0187100
path:dosa00052,Os05g0194900
path:dosa00052,Os05g0375100
path:dosa00052,Os05g0522500
path:dosa00052,Os05g0524400
path:dosa00052,Os05g0539400
path:dosa00052,Os06g0172800
path:dosa00052,Os06g0675700
path:dosa00052,Os06g0676700
path:dosa00052,Os06g0701200
path:dosa00052,Os07g0171200
path:dosa00052,Os07g0209100
path:dosa00052,Os07g0446800
path:dosa00052,Os07g0452100
path:dosa00052,Os07g0679300
path:dosa00052,Os07g0687900
path:dosa00052,Os08g0374800
path:dosa00052,Os08g0439000
path:dosa00052,Os08g0495800
path:dosa00052,Os09g0323000
path:dosa00052,Os09g0415800
path:dosa00052,Os09g0479800
path:dosa00052,Os09g0526700
path:dosa00052,Os09g0553200
path:dosa00052,Os10g0155500
path:dosa00052,Os10g0189100
path:dosa00052,Os10g0405600
path:dosa00052,Os10g0492900
path:dosa00052,Os10g0493600
path:dosa00053,Os01g0687800
path:dosa00053,Os01g0816700
path:dosa00053,Os02g0124400
path:dosa00053,Os02g0124600
path:dosa00053,Os02g0553200
path:dosa00053,Os02g0646500
path:dosa00053,Os02g0647900
path:dosa00053,Os02g0707000
path:dosa00053,Os02g0707100
path:dosa00053,Os03g0285700
path:dosa00053,Os03g0425600
path:dosa00053,Os03g0563100
path:dosa00053,Os03g0587000
path:dosa00053,Os03g0604200
path:dosa00053,Os03g0757900
path:dosa00053,Os04g0223300
path:dosa00053,Os04g0360500
path:dosa00053,Os04g0361500
path:dosa00053,Os04g0434800
path:dosa00053,Os04g0540600
path:dosa00053,Os04g0602100
path:dosa00053,Os05g0116100
path:dosa00053,Os05g0485800
path:dosa00053,Os06g0232600
path:dosa00053,Os06g0270900
path:dosa00053,Os06g0561000
path:dosa00053,Os06g0567200
path:dosa00053,Os06g0567900
path:dosa00053,Os06g0701200
path:dosa00053,Os07g0191000
path:dosa00053,Os07g0694700
path:dosa00053,Os08g0114300
path:dosa00053,Os08g0151800
path:dosa00053,Os08g0519100
path:dosa00053,Os08g0522400
path:dosa00053,Os08g0549100
path:dosa00053,Os08g0557600
path:dosa00053,Os09g0440300
path:dosa00053,Os09g0567300
path:dosa00053,Os10g0417600
path:dosa00053,Os11g0143500
path:dosa00053,Os11g0186200
path:dosa00053,Os11g0217300
path:dosa00053,Os11g0591100
path:dosa00053,Os12g0139600
path:dosa00053,Os12g0178000
path:dosa00053,Os12g0178100
path:dosa00053,Os12g0178200
path:dosa00053,Os12g0190000
path:dosa00053,Os12g0443500
path:dosa00053,Os12g0443600
path:dosa00053,Os12g0482700
path:dosa00053,Os12g0612100
path:dosa00061,Os01g0655800
path:dosa00061,Os01g0681200
path:dosa00061,Os01g0761300
path:dosa00061,Os01g0880800
path:dosa00061,Os01g0919900
path:dosa00061,Os02g0196900
path:dosa00061,Os02g0503500
path:dosa00061,Os02g0504800
path:dosa00061,Os02g0644700
path:dosa00061,Os03g0297400
path:dosa00061,Os03g0423300
path:dosa00061,Os03g0741000
path:dosa00061,Os03g0748100
path:dosa00061,Os03g0845500
path:dosa00061,Os04g0376300
path:dosa00061,Os04g0379900
path:dosa00061,Os04g0445700
path:dosa00061,Os04g0643300
path:dosa00061,Os05g0132100
path:dosa00061,Os05g0317200
path:dosa00061,Os05g0435700
path:dosa00061,Os06g0143400
path:dosa00061,Os06g0158000
path:dosa00061,Os06g0185100
path:dosa00061,Os06g0196600
path:dosa00061,Os06g0503800
path:dosa00061,Os06g0596300
path:dosa00061,Os07g0170000
path:dosa00061,Os07g0561500
path:dosa00061,Os07g0616200
path:dosa00061,Os08g0199400
path:dosa00061,Os08g0200100
path:dosa00061,Os08g0225000
path:dosa00061,Os08g0327400
path:dosa00061,Os09g0277800
path:dosa00061,Os09g0505300
path:dosa00061,Os10g0456100
path:dosa00061,Os11g0147000
path:dosa00061,Os11g0169800
path:dosa00061,Os11g0558300
path:dosa00061,Os11g0659500
path:dosa00061,Os12g0102100
path:dosa00061,Os12g0143900
path:dosa00061,Os12g0168700
path:dosa00061,Os12g0242700
path:dosa00062,Os01g0150000
path:dosa00062,Os01g0150200
path:dosa00062,Os01g0150400
path:dosa00062,Os01g0150500
path:dosa00062,Os01g0150800
path:dosa00062,Os01g0529800
path:dosa00062,Os02g0205500
path:dosa00062,Os02g0731900
path:dosa00062,Os02g0813600
path:dosa00062,Os03g0101100
path:dosa00062,Os03g0162650
path:dosa00062,Os03g0162800
path:dosa00062,Os03g0181500
path:dosa00062,Os03g0220100
path:dosa00062,Os03g0245700
path:dosa00062,Os03g0382100
path:dosa00062,Os03g0383600
path:dosa00062,Os04g0116600
path:dosa00062,Os04g0116800
path:dosa00062,Os04g0271200
path:dosa00062,Os04g0483500
path:dosa00062,Os04g0558400
path:dosa00062,Os05g0460800
path:dosa00062,Os05g0568000
path:dosa00062,Os05g0574600
path:dosa00062,Os06g0260500
path:dosa00062,Os06g0262800
path:dosa00062,Os06g0298700
path:dosa00062,Os06g0299100
path:dosa00062,Os06g0300200
path:dosa00062,Os06g0598800
path:dosa00062,Os08g0393600
path:dosa00062,Os09g0360500
path:dosa00062,Os09g0521100
path:dosa00062,Os10g0416200
path:dosa00062,Os10g0472900
path:dosa00062,Os10g0563000
path:dosa00062,Os11g0591200
path:dosa00062,Os12g0102100
path:dosa00071,Os01g0110400
path:dosa00071,Os01g0159400
path:dosa00071,Os01g0205600
path:dosa00071,Os01g0348600
path:dosa00071,Os01g0655800
path:dosa00071,Os01g0681200
path:dosa00071,Os01g0854800
path:dosa00071,Os02g0274100
path:dosa00071,Os02g0637700
path:dosa00071,Os02g0646500
path:dosa00071,Os02g0647900
path:dosa00071,Os02g0815500
path:dosa00071,Os02g0817700
path:dosa00071,Os03g0168600
path:dosa00071,Os03g0189400
path:dosa00071,Os03g0189600
path:dosa00071,Os03g0310400
path:dosa00071,Os03g0845500
path:dosa00071,Os04g0540600
path:dosa00071,Os05g0132100
path:dosa00071,Os05g0155000
path:dosa00071,Os05g0163700
path:dosa00071,Os05g0317200
path:dosa00071,Os05g0362100
path:dosa00071,Os05g0529200
path:dosa00071,Os06g0103500
path:dosa00071,Os06g0158000
path:dosa00071,Os06g0270900
path:dosa00071,Os06g0346300
path:dosa00071,Os06g0347100
path:dosa00071,Os06g0354500
path:dosa00071,Os07g0621800
path:dosa00071,Os07g0675000
path:dosa00071,Os09g0252100
path:dosa00071,Os09g0440300
path:dosa00071,Os10g0159800
path:dosa00071,Os10g0457600
path:dosa00071,Os11g0147000
path:dosa00071,Os11g0169800
path:dosa00071,Os11g0186200
path:dosa00071,Os11g0210300
path:dosa00071,Os11g0210500
path:dosa00071,Os11g0210600
path:dosa00071,Os11g0269900
path:dosa00071,Os11g0270000
path:dosa00071,Os11g0275800
path:dosa00071,Os11g0558300
path:dosa00071,Os11g0605500
path:dosa00071,Os12g0143900
path:dosa00071,Os12g0168700
path:dosa00071,Os12g0178000
path:dosa00072,Os01g0110400
path:dosa00072,Os01g0269000
path:dosa00072,Os03g0118800
path:dosa00072,Os08g0544900
path:dosa00072,Os09g0252100
path:dosa00072,Os09g0521400
path:dosa00072,Os11g0137200
path:dosa00073,Os01g0854800
path:dosa00073,Os01g0924933
path:dosa00073,Os02g0621300
path:dosa00073,Os02g0666500
path:dosa00073,Os02g0734400
path:dosa00073,Os02g0734500
path:dosa00073,Os02g0814200
path:dosa00073,Os03g0167600
path:dosa00073,Os03g0168600
path:dosa00073,Os03g0222600
path:dosa00073,Os04g0353600
path:dosa00073,Os04g0354400
path:dosa00073,Os04g0354600
path:dosa00073,Os04g0407900
path:dosa00073,Os04g0510900
path:dosa00073,Os04g0511200
path:dosa00073,Os04g0560100
path:dosa00073,Os06g0254300
path:dosa00073,Os06g0254600
path:dosa00073,Os06g0254700
path:dosa00073,Os06g0680700
path:dosa00073,Os07g0489100
path:dosa00073,Os08g0298700
path:dosa00073,Os08g0401500
path:dosa00073,Os08g0557800
path:dosa00073,Os09g0363900
path:dosa00073,Os09g0567500
path:dosa00073,Os10g0471100
path:dosa00073,Os10g0486100
path:dosa00073,Os11g0507200
path:dosa00100,Os01g0103600
path:dosa00100,Os01g0134500
path:dosa00100,Os01g0210900
path:dosa00100,Os01g0211000
path:dosa00100,Os01g0211200
path:dosa00100,Os01g0211600
path:dosa00100,Os01g0354200
path:dosa00100,Os01g0762000
path:dosa00100,Os02g0113200
path:dosa00100,Os02g0139700
path:dosa00100,Os02g0323600
path:dosa00100,Os02g0465400
path:dosa00100,Os03g0108500
path:dosa00100,Os03g0136200
path:dosa00100,Os03g0231700
path:dosa00100,Os03g0231800
path:dosa00100,Os03g0404800
path:dosa00100,Os03g0405000
path:dosa00100,Os03g0805100
path:dosa00100,Os03g0807600
path:dosa00100,Os03g0810900
path:dosa00100,Os05g0211100
path:dosa00100,Os05g0415800
path:dosa00100,Os05g0416400
path:dosa00100,Os06g0635300
path:dosa00100,Os07g0101500
path:dosa00100,Os07g0200700
path:dosa00100,Os07g0206700
path:dosa00100,Os07g0567100
path:dosa00100,Os08g0529800
path:dosa00100,Os09g0103100
path:dosa00100,Os09g0516500
path:dosa00100,Os09g0565600
path:dosa00100,Os10g0397400
path:dosa00100,Os10g0545200
path:dosa00100,Os11g0296900
path:dosa00100,Os11g0302500
path:dosa00100,Os11g0525200
path:dosa00100,Os11g0707600
path:dosa00130,Os01g0662700
path:dosa00130,Os01g0784800
path:dosa00130,Os01g0901600
path:dosa00130,Os01g0976600
path:dosa00130,Os02g0168100
path:dosa00130,Os02g0177600
path:dosa00130,Os02g0276500
path:dosa00130,Os02g0302200
path:dosa00130,Os02g0302700
path:dosa00130,Os02g0467000
path:dosa00130,Os02g0467600
path:dosa00130,Os02g0605500
path:dosa00130,Os02g0697400
path:dosa00130,Os02g0701600
path:dosa00130,Os03g0152400
path:dosa00130,Os03g0190100
path:dosa00130,Os03g0691400
path:dosa00130,Os03g0748500
path:dosa00130,Os03g0839100
path:dosa00130,Os04g0507800
path:dosa00130,Os05g0137700
path:dosa00130,Os05g0320700
path:dosa00130,Os05g0501300
path:dosa00130,Os06g0152300
path:dosa00130,Os06g0214900
path:dosa00130,Os06g0345200
path:dosa00130,Os06g0656500
path:dosa00130,Os06g0658900
path:dosa00130,Os07g0179300
path:dosa00130,Os07g0576000
path:dosa00130,Os08g0130400
path:dosa00130,Os08g0139200
path:dosa00130,Os08g0143300
path:dosa00130,Os08g0245200
path:dosa00130,Os08g0322600
path:dosa00130,Os08g0388900
path:dosa00130,Os08g0389300
path:dosa00130,Os08g0448000
path:dosa00130,Os09g0361500
path:dosa00130,Os10g0436800
path:dosa00130,Os10g0578950
path:dosa00130,Os11g0552000
path:dosa00130,Os11g0644800
path:dosa00130,Os12g0615400
path:dosa00190,Os01g0222500
path:dosa00190,Os01g0527700
path:dosa00190,Os01g0587000
path:dosa00190,Os01g0600000
path:dosa00190,Os01g0610100
path:dosa00190,Os01g0612200
path:dosa00190,Os01g0659200
path:dosa00190,Os01g0685800
path:dosa00190,Os01g0711000
path:dosa00190,Os01g0720300
path:dosa00190,Os01g0834200
path:dosa00190,Os01g0866500
path:dosa00190,Os01g0899275
path:dosa00190,Os01g0899350
path:dosa00190,Os01g0935700
path:dosa00190,Os01g0962300
path:dosa00190,Os01g0974800
path:dosa00190,Os02g0121800
path:dosa00190,Os02g0175400
path:dosa00190,Os02g0520800
path:dosa00190,Os02g0541700
path:dosa00190,Os02g0550100
path:dosa00190,Os02g0704900
path:dosa00190,Os02g0768600
path:dosa00190,Os02g0791400
path:dosa00190,Os02g0794600
path:dosa00190,Os02g0797300
path:dosa00190,Os02g0816800
path:dosa00190,Os02g0824700
path:dosa00190,Os03g0100800
path:dosa00190,Os03g0129900
path:dosa00190,Os03g0183900
path:dosa00190,Os03g0192400
path:dosa00190,Os03g0251500
path:dosa00190,Os03g0278900
path:dosa00190,Os03g0295500
path:dosa00190,Os03g0313000
path:dosa00190,Os03g0352800
path:dosa00190,Os03g0353333
path:dosa00190,Os03g0390400
path:dosa00190,Os03g0689300
path:dosa00190,Os03g0713400
path:dosa00190,Os03g0718600
path:dosa00190,Os03g0772800
path:dosa00190,Os03g0774200
path:dosa00190,Os03g0806900
path:dosa00190,Os04g0137500
path:dosa00190,Os04g0310500
path:dosa00190,Os04g0343050
path:dosa00190,Os04g0398500
path:dosa00190,Os04g0498200
path:dosa00190,Os04g0601700
path:dosa00190,Os04g0643100
path:dosa00190,Os04g0656100
path:dosa00190,Os04g0660600
path:dosa00190,Os04g0687100
path:dosa00190,Os05g0106100
path:dosa00190,Os05g0114000
path:dosa00190,Os05g0301700
path:dosa00190,Os05g0319800
path:dosa00190,Os05g0377000
path:dosa00190,Os05g0400400
path:dosa00190,Os05g0438500
path:dosa00190,Os05g0480700
path:dosa00190,Os05g0481600
path:dosa00190,Os05g0509200
path:dosa00190,Os05g0533700
path:dosa00190,Os05g0533800
path:dosa00190,Os05g0553000
path:dosa00190,Os05g0593100
path:dosa00190,Os06g0142700
path:dosa00190,Os06g0181500
path:dosa00190,Os06g0568200
path:dosa00190,Os06g0646500
path:dosa00190,Os06g0662000
path:dosa00190,Os06g0714100
path:dosa00190,Os07g0134800
path:dosa00190,Os07g0191200
path:dosa00190,Os07g0205000
path:dosa00190,Os07g0222800
path:dosa00190,Os07g0495200
path:dosa00190,Os07g0513000
path:dosa00190,Os07g0521000
path:dosa00190,Os07g0585800
path:dosa00190,Os07g0640100
path:dosa00190,Os07g0645400
path:dosa00190,Os08g0120000
path:dosa00190,Os08g0161700
path:dosa00190,Os08g0246400
path:dosa00190,Os08g0250200
path:dosa00190,Os08g0478200
path:dosa00190,Os08g0496000
path:dosa00190,Os08g0556600
path:dosa00190,Os09g0370300
path:dosa00190,Os09g0420700
path:dosa00190,Os10g0320400
path:dosa00190,Os10g0355800
path:dosa00190,Os10g0406100
path:dosa00190,Os10g0576000
path:dosa00190,Os10g0579300
path:dosa00190,Os11g0162200
path:dosa00190,Os11g0169900
path:dosa00190,Os11g0485200
path:dosa00190,Os12g0168900
path:dosa00190,Os12g0207500
path:dosa00190,Os12g0423142
path:dosa00190,Os12g0638700
path:dosa00195,Os01g0501800
path:dosa00195,Os01g0773700
path:dosa00195,Os01g0860601
path:dosa00195,Os01g0869800
path:dosa00195,Os01g0938100
path:dosa00195,Os02g0103800
path:dosa00195,Os02g0578400
path:dosa00195,Os03g0278900
path:dosa00195,Os03g0333400
path:dosa00195,Os03g0659200
path:dosa00195,Os03g0659233
path:dosa00195,Os03g0659266
path:dosa00195,Os03g0667201
path:dosa00195,Os03g0685000
path:dosa00195,Os03g0778100
path:dosa00195,Os03g0784700
path:dosa00195,Os03g0835900
path:dosa00195,Os04g0412200
path:dosa00195,Os04g0414700
path:dosa00195,Os04g0519975
path:dosa00195,Os04g0522800
path:dosa00195,Os04g0690800
path:dosa00195,Os05g0443500
path:dosa00195,Os05g0508900
path:dosa00195,Os05g0560000
path:dosa00195,Os06g0101600
path:dosa00195,Os06g0107700
path:dosa00195,Os07g0105600
